,P.Value,adj.P.Val,logFC,gene,lateral line
ENSDARG00000021589,0.971298089,0.999737975,-0.107125916,tmem60,FALSE
ENSDARG00000018111,0.971298089,0.999737975,-0.107125916,kdm7aa,FALSE
ENSDARG00000030153,0.971298089,0.999737975,-0.107125916,gnptab,FALSE
ENSDARG00000051793,0.971298089,0.999737975,-0.107125916,zgc:113426,FALSE
ENSDARG00000019144,0.971298089,0.999737975,-0.107125916,rab4a,FALSE
ENSDARG00000000760,0.971298089,0.999737975,-0.107125916,znf511,FALSE
ENSDARG00000003512,0.971298089,0.999737975,-0.107125916,anks1b,FALSE
ENSDARG00000021974,0.971298089,0.999737975,-0.107125916,sfr1,FALSE
ENSDARG00000097434,0.971298089,0.999737975,-0.107125916,si:dkey-202b22.8,FALSE
ENSDARG00000020395,0.971298089,0.999737975,-0.107125916,mical2b,FALSE
ENSDARG00000045540,0.971298089,0.999737975,-0.107125916,ppp6r2a,FALSE
ENSDARG00000030563,0.971298089,0.999737975,-0.107125916,zgc:77880,FALSE
ENSDARG00000051931,0.971298089,0.999737975,-0.107125916,edc3,FALSE
ENSDARG00000105074,0.971298089,0.999737975,-0.107125916,BX000701.4,FALSE
ENSDARG00000102658,0.971298089,0.999737975,-0.107125916,BX005085.4,FALSE
ENSDARG00000100803,0.971298089,0.999737975,-0.107125916,zgc:113443,FALSE
ENSDARG00000020326,0.971298089,0.999737975,-0.107125916,tyk2,FALSE
ENSDARG00000052617,0.971298089,0.999737975,-0.107125916,raver1,FALSE
ENSDARG00000053082,0.971298089,0.999737975,-0.107125916,thada,FALSE
ENSDARG00000061248,0.971298089,0.999737975,-0.107125916,xylt1,FALSE
ENSDARG00000078850,0.971298089,0.999737975,-0.107125916,plekhm2,FALSE
ENSDARG00000002872,0.971298089,0.999737975,-0.107125916,zgc:113210,FALSE
ENSDARG00000090871,0.971298089,0.999737975,-0.107125916,si:dkey-210j14.4,FALSE
ENSDARG00000096777,0.971298089,0.999737975,-0.107125916,CCDC189,FALSE
ENSDARG00000069865,0.971298089,0.999737975,-0.107125916,grxcr1,TRUE
ENSDARG00000070076,0.971298089,0.999737975,-0.107125916,actr2b,FALSE
ENSDARG00000070568,0.971298089,0.999737975,-0.107125916,atad5a,FALSE
ENSDARG00000092362,0.971298089,0.999737975,-0.107125916,hsp70.2,FALSE
ENSDARG00000055731,0.971298089,0.999737975,-0.107125916,si:dkeyp-69e1.8,FALSE
ENSDARG00000075783,0.971298089,0.999737975,-0.107125916,hmgxb4a,FALSE
ENSDARG00000097189,0.971298089,0.999737975,-0.107125916,si:ch1073-235i16.2,FALSE
ENSDARG00000014761,0.971298089,0.999737975,-0.107125916,mfsd6l,FALSE
ENSDARG00000088072,0.971298089,0.999737975,-0.107125916,usp43b,FALSE
ENSDARG00000079827,0.971298089,0.999737975,-0.107125916,srbd1,FALSE
ENSDARG00000093235,0.971298089,0.999737975,-0.107125916,TST,FALSE
ENSDARG00000060991,0.971298089,0.999737975,-0.107125916,mief1,FALSE
ENSDARG00000070573,0.971298089,0.999737975,-0.107125916,mapk3,FALSE
ENSDARG00000061459,0.971298089,0.999737975,-0.107125916,RAPGEF2 (1 to many),FALSE
ENSDARG00000038024,0.971298089,0.999737975,-0.107125916,flr,TRUE
ENSDARG00000102948,0.971298089,0.999737975,-0.107125916,crb3a,FALSE
ENSDARG00000052950,0.971298089,0.999737975,-0.107125916,arhgap23a,FALSE
ENSDARG00000054680,0.971298089,0.999737975,-0.107125916,chrna9,FALSE
ENSDARG00000037865,0.971298089,0.999737975,-0.107125916,cln3,FALSE
ENSDARG00000093405,0.971298089,0.999737975,-0.107125916,casp6,FALSE
ENSDARG00000089232,0.971298089,0.999737975,-0.107125916,prr14,FALSE
ENSDARG00000052827,0.971298089,0.999737975,-0.107125916,top3a,FALSE
ENSDARG00000036966,0.971298089,0.999737975,-0.107125916,hsd3b7,FALSE
ENSDARG00000060030,0.971298089,0.999737975,-0.107125916,setd1a,FALSE
ENSDARG00000061021,0.971298089,0.999737975,-0.107125916,fam160a1a,FALSE
ENSDARG00000054963,0.971298089,0.999737975,-0.107125916,alg1,FALSE
ENSDARG00000070164,0.971298089,0.999737975,-0.107125916,ubr2,FALSE
ENSDARG00000069996,0.971298089,0.999737975,-0.107125916,dnajb14,FALSE
ENSDARG00000063358,0.971298089,0.999737975,-0.107125916,micu1,FALSE
ENSDARG00000037930,0.971298089,0.999737975,-0.107125916,rnf113a,FALSE
ENSDARG00000078111,0.971298089,0.999737975,-0.107125916,ap5z1,FALSE
ENSDARG00000034473,0.971298089,0.999737975,-0.107125916,ttyh3a,FALSE
ENSDARG00000091768,0.971298089,0.999737975,-0.107125916,dclre1a,FALSE
ENSDARG00000089581,0.971298089,0.999737975,-0.107125916,nhlrc2,FALSE
ENSDARG00000103511,0.971298089,0.999737975,-0.107125916,zfand2a,FALSE
ENSDARG00000020493,0.971298089,0.999737975,-0.107125916,lgi1a,FALSE
ENSDARG00000039820,0.971298089,0.999737975,-0.107125916,mea1,FALSE
ENSDARG00000103684,0.971298089,0.999737975,-0.107125916,ap4e1,FALSE
ENSDARG00000089922,0.971298089,0.999737975,-0.107125916,DSN1,FALSE
ENSDARG00000033140,0.971298089,0.999737975,-0.107125916,desi1a,FALSE
ENSDARG00000057707,0.971298089,0.999737975,-0.107125916,zgc:66443,FALSE
ENSDARG00000103870,0.971298089,0.999737975,-0.107125916,si:ch211-286m4.1,FALSE
ENSDARG00000009657,0.971298089,0.999737975,-0.107125916,fgfr1op2,FALSE
ENSDARG00000094328,0.971298089,0.999737975,-0.107125916,si:dkey-93n13.1,FALSE
ENSDARG00000092816,0.971298089,0.999737975,-0.107125916,si:dkey-93n13.2,FALSE
ENSDARG00000102569,0.971298089,0.999737975,-0.107125916,polr3a,FALSE
ENSDARG00000103908,0.971298089,0.999737975,-0.107125916,FH (1 to many),FALSE
ENSDARG00000098224,0.971298089,0.999737975,-0.107125916,tmem56b,FALSE
ENSDARG00000016065,0.971298089,0.999737975,-0.107125916,tlr3,FALSE
ENSDARG00000038281,0.971298089,0.999737975,-0.107125916,natd1,FALSE
ENSDARG00000061544,0.971298089,0.999737975,-0.107125916,ano6,FALSE
ENSDARG00000070441,0.971298089,0.999737975,-0.107125916,zdhhc17,FALSE
ENSDARG00000090401,0.971298089,0.999737975,-0.107125916,BCL2L14,FALSE
ENSDARG00000099955,0.971298089,0.999737975,-0.107125916,CABZ01009880.1,FALSE
ENSDARG00000063563,0.971298089,0.999737975,-0.107125916,creb3l2,FALSE
ENSDARG00000101565,0.971298089,0.999737975,-0.107125916,si:dkey-14d8.23,FALSE
ENSDARG00000104148,0.971298089,0.999737975,-0.107125916,crebbpb,FALSE
ENSDARG00000076703,0.971298089,0.999737975,-0.107125916,zfand4,FALSE
ENSDARG00000045091,0.971298089,0.999737975,-0.107125916,mrpl10,FALSE
ENSDARG00000102401,0.971298089,0.999737975,-0.107125916,znf1001,FALSE
ENSDARG00000039724,0.971298089,0.999737975,-0.107125916,OSBPL8,FALSE
ENSDARG00000091836,0.971298089,0.999737975,-0.107125916,casp7,FALSE
ENSDARG00000077737,0.971298089,0.999737975,-0.107125916,spsb3a,FALSE
ENSDARG00000099441,0.971298089,0.999737975,-0.107125916,cbx4,FALSE
ENSDARG00000100149,0.971298089,0.999737975,-0.107125916,axin2,FALSE
ENSDARG00000038133,0.971298089,0.999737975,-0.107125916,zgc:113411,FALSE
ENSDARG00000099247,0.971298089,0.999737975,-0.107125916,si:dkey-68o6.5,FALSE
ENSDARG00000039770,0.971298089,0.999737975,-0.107125916,dync2li1,FALSE
ENSDARG00000086628,0.971298089,0.999737975,-0.107125916,stk19,FALSE
ENSDARG00000098983,0.971298089,0.999737975,-0.107125916,GHITM,FALSE
ENSDARG00000026834,0.971298089,0.999737975,-0.107125916,cdr2l,FALSE
ENSDARG00000010630,0.971298089,0.999737975,-0.107125916,hoxb6a,FALSE
ENSDARG00000029215,0.971298089,0.999737975,-0.107125916,ube2z,FALSE
ENSDARG00000099833,0.971298089,0.999737975,-0.107125916,fbxo7,FALSE
ENSDARG00000098353,0.971298089,0.999737975,-0.107125916,si:dkey-35i15.3,FALSE
ENSDARG00000055876,0.971298089,0.999737975,-0.107125916,msmo1,FALSE
ENSDARG00000096851,0.971298089,0.999737975,-0.107125916,znf1143,FALSE
ENSDARG00000075139,0.971298089,0.999737975,-0.107125916,hdac5,FALSE
ENSDARG00000090512,0.971298089,0.999737975,-0.107125916,trim8a,FALSE
ENSDARG00000062330,0.971298089,0.999737975,-0.107125916,si:ch211-233a24.2,FALSE
ENSDARG00000079056,0.971298089,0.999737975,-0.107125916,si:ch211-194c3.5,FALSE
ENSDARG00000070780,0.971298089,0.999737975,-0.107125916,rln3a,FALSE
ENSDARG00000005883,0.971298089,0.999737975,-0.107125916,rfx1a,FALSE
ENSDARG00000057166,0.971298089,0.999737975,-0.107125916,c13h10orf11,FALSE
ENSDARG00000030560,0.971298089,0.999737975,-0.107125916,helz,FALSE
ENSDARG00000090543,0.971298089,0.999737975,-0.107125916,tmem138,FALSE
ENSDARG00000033852,0.971298089,0.999737975,-0.107125916,mad1l1,FALSE
ENSDARG00000069673,0.971298089,0.999737975,-0.107125916,chid1,FALSE
ENSDARG00000013976,0.971298089,0.999737975,-0.107125916,anxa13,FALSE
ENSDARG00000014024,0.971298089,0.999737975,-0.107125916,ms4a17a.4,FALSE
ENSDARG00000005690,0.971298089,0.999737975,-0.107125916,slc25a23a,FALSE
ENSDARG00000052039,0.971298089,0.999737975,-0.107125916,caspb,FALSE
ENSDARG00000045463,0.971298089,0.999737975,-0.107125916,ralaa,FALSE
ENSDARG00000059843,0.971298089,0.999737975,-0.107125916,fam135a,FALSE
ENSDARG00000039093,0.971298089,0.999737975,-0.107125916,got1,FALSE
ENSDARG00000098889,0.971298089,0.999737975,-0.107125916,si:zfos-128g4.2,FALSE
ENSDARG00000076334,0.971298089,0.999737975,-0.107125916,mrpl43,FALSE
ENSDARG00000098769,0.971298089,0.999737975,-0.107125916,slitrk6,FALSE
ENSDARG00000093157,0.971298089,0.999737975,-0.107125916,zgc:174928,FALSE
ENSDARG00000051785,0.971298089,0.999737975,-0.107125916,dhx33,FALSE
ENSDARG00000023840,0.971298089,0.999737975,-0.107125916,pfkfb2a,FALSE
ENSDARG00000098803,0.971298089,0.999737975,-0.107125916,cyp2aa8,FALSE
ENSDARG00000103766,0.971298089,0.999737975,-0.107125916,cyp2aa7,FALSE
ENSDARG00000046090,0.971298089,0.999737975,-0.107125916,dhrs11a,FALSE
ENSDARG00000039062,0.971298089,0.999737975,-0.107125916,morn4,FALSE
ENSDARG00000100718,0.971298089,0.999737975,-0.107125916,me2,FALSE
ENSDARG00000077341,0.971298089,0.999737975,-0.107125916,ppp1r14c,FALSE
ENSDARG00000022648,0.971298089,0.999737975,-0.107125916,otud3,FALSE
ENSDARG00000037172,0.971298089,0.999737975,-0.107125916,ddrgk1,FALSE
ENSDARG00000043802,0.971298089,0.999737975,-0.107125916,ms4a17a.9,FALSE
ENSDARG00000031248,0.971298089,0.999737975,-0.107125916,enkur,TRUE
ENSDARG00000060729,0.971298089,0.999737975,-0.107125916,trim8b,FALSE
ENSDARG00000087205,0.971298089,0.999737975,-0.107125916,akt3b,FALSE
ENSDARG00000058821,0.971298089,0.999737975,-0.107125916,sema5a,FALSE
ENSDARG00000101757,0.971298089,0.999737975,-0.107125916,si:dkey-27n6.4,FALSE
ENSDARG00000089598,0.971298089,0.999737975,-0.107125916,CABZ01054396.1,FALSE
ENSDARG00000013168,0.971298089,0.999737975,-0.107125916,jag1b,FALSE
ENSDARG00000058710,0.971298089,0.999737975,-0.107125916,terf1,FALSE
ENSDARG00000012341,0.971298089,0.999737975,-0.107125916,capn9,FALSE
ENSDARG00000098324,0.971298089,0.999737975,-0.107125916,CABZ01054394.4,FALSE
ENSDARG00000025325,0.971298089,0.999737975,-0.107125916,ccsapa,FALSE
ENSDARG00000071409,0.971298089,0.999737975,-0.107125916,arl3,FALSE
ENSDARG00000062929,0.971298089,0.999737975,-0.107125916,FAM83G (1 to many),FALSE
ENSDARG00000054957,0.971298089,0.999737975,-0.107125916,znf1015,FALSE
ENSDARG00000104852,0.971298089,0.999737975,-0.107125916,BX000703.2,FALSE
ENSDARG00000063588,0.971298089,0.999737975,-0.107125916,uba5,FALSE
ENSDARG00000061197,0.971298089,0.999737975,-0.107125916,armc7,FALSE
ENSDARG00000010953,0.971298089,0.999737975,-0.107125916,ndel1a,FALSE
ENSDARG00000090998,0.971298089,0.999737975,-0.107125916,CABZ01071911.1,FALSE
ENSDARG00000036295,0.971298089,0.999737975,-0.107125916,golga7ba,FALSE
ENSDARG00000079401,0.971298089,0.999737975,-0.107125916,si:dkey-197c15.6,FALSE
ENSDARG00000089243,0.971298089,0.999737975,-0.107125916,r3hcc1l,FALSE
ENSDARG00000092361,0.971298089,0.999737975,-0.107125916,si:dkey-79f11.7,FALSE
ENSDARG00000103764,0.971298089,0.999737975,-0.107125916,gdnfb,FALSE
ENSDARG00000101087,0.971298089,0.999737975,-0.107125916,si:dkeyp-80d11.1,FALSE
ENSDARG00000028088,0.971298089,0.999737975,-0.107125916,galk1,FALSE
ENSDARG00000090654,0.971298089,0.999737975,-0.107125916,gak,FALSE
ENSDARG00000061960,0.971298089,0.999737975,-0.107125916,ube3b,FALSE
ENSDARG00000068344,0.971298089,0.999737975,-0.107125916,mmab,FALSE
ENSDARG00000005350,0.971298089,0.999737975,-0.107125916,dip2ba,FALSE
ENSDARG00000095754,0.971298089,0.999737975,-0.107125916,si:dkey-234h16.7,FALSE
ENSDARG00000027797,0.971298089,0.999737975,-0.107125916,adcy6b,FALSE
ENSDARG00000003144,0.971298089,0.999737975,-0.107125916,pxmp2,FALSE
ENSDARG00000020149,0.971298089,0.999737975,-0.107125916,acoxl,FALSE
ENSDARG00000035598,0.971298089,0.999737975,-0.107125916,coro1ca,FALSE
ENSDARG00000008032,0.971298089,0.999737975,-0.107125916,sart3,FALSE
ENSDARG00000000068,0.971298089,0.999737975,-0.107125916,slc9a3r1,FALSE
ENSDARG00000102511,0.971298089,0.999737975,-0.107125916,cript,FALSE
ENSDARG00000010752,0.971298089,0.999737975,-0.107125916,acsl4b,FALSE
ENSDARG00000041575,0.971298089,0.999737975,-0.107125916,trmt10c,FALSE
ENSDARG00000010083,0.971298089,0.999737975,-0.107125916,rbfox3,FALSE
ENSDARG00000036993,0.971298089,0.999737975,-0.107125916,erbb3b,TRUE
ENSDARG00000034534,0.971298089,0.999737975,-0.107125916,atp6v1aa,FALSE
ENSDARG00000008575,0.971298089,0.999737975,-0.107125916,lyst,FALSE
ENSDARG00000039263,0.971298089,0.999737975,-0.107125916,zbtb48,FALSE
ENSDARG00000092641,0.971298089,0.999737975,-0.107125916,si:dkey-148e22.3,FALSE
ENSDARG00000079148,0.971298089,0.999737975,-0.107125916,NCKAP5L,FALSE
ENSDARG00000037140,0.971298089,0.999737975,-0.107125916,pfkfb1,FALSE
ENSDARG00000018508,0.971298089,0.999737975,-0.107125916,zdhhc8b,FALSE
ENSDARG00000078244,0.971298089,0.999737975,-0.107125916,SOGA1 (1 to many),FALSE
ENSDARG00000015970,0.971298089,0.999737975,-0.107125916,phip,FALSE
ENSDARG00000105452,0.971298089,0.999737975,-0.107125916,plxna1a,FALSE
ENSDARG00000052702,0.971298089,0.999737975,-0.107125916,capn1a,FALSE
ENSDARG00000096919,0.971298089,0.999737975,-0.107125916,si:dkey-245m3.3,FALSE
ENSDARG00000070348,0.971298089,0.999737975,-0.107125916,hoxc10a,FALSE
ENSDARG00000015905,0.971298089,0.999737975,-0.107125916,lztr1,FALSE
ENSDARG00000015997,0.971298089,0.999737975,-0.107125916,mfsd5,FALSE
ENSDARG00000062711,0.971298089,0.999737975,-0.107125916,gal3st1a,FALSE
ENSDARG00000027552,0.971298089,0.999737975,-0.107125916,mapk1,FALSE
ENSDARG00000027586,0.971298089,0.999737975,-0.107125916,top3b,FALSE
ENSDARG00000060288,0.971298089,0.999737975,-0.107125916,prosc,FALSE
ENSDARG00000074506,0.971298089,0.999737975,-0.107125916,tmem94,FALSE
ENSDARG00000100739,0.971298089,0.999737975,-0.107125916,MSLN (1 to many),FALSE
ENSDARG00000079611,0.971298089,0.999737975,-0.107125916,sema4c,FALSE
ENSDARG00000006353,0.971298089,0.999737975,-0.107125916,itga5,FALSE
ENSDARG00000060751,0.971298089,0.999737975,-0.107125916,taok3a,FALSE
ENSDARG00000035618,0.971298089,0.999737975,-0.107125916,coq5,FALSE
ENSDARG00000063570,0.971298089,0.999737975,-0.107125916,dyrk1aa,FALSE
ENSDARG00000075347,0.971298089,0.999737975,-0.107125916,chfr,FALSE
ENSDARG00000012741,0.971298089,0.999737975,-0.107125916,tmem57b,FALSE
ENSDARG00000036868,0.971298089,0.999737975,-0.107125916,tbpl1,FALSE
ENSDARG00000036876,0.971298089,0.999737975,-0.107125916,zgc:153284,FALSE
ENSDARG00000079201,0.971298089,0.999737975,-0.107125916,TSHZ2,FALSE
ENSDARG00000101272,0.971298089,0.999737975,-0.107125916,si:dkey-29j8.1,FALSE
ENSDARG00000059322,0.971298089,0.999737975,-0.107125916,topbp1,FALSE
ENSDARG00000038040,0.971298089,0.999737975,-0.107125916,tpk1,FALSE
ENSDARG00000104749,0.971298089,0.999737975,-0.107125916,FBXO48 (1 to many),FALSE
ENSDARG00000075621,0.971298089,0.999737975,-0.107125916,birc5a,TRUE
ENSDARG00000102848,0.971298089,0.999737975,-0.107125916,si:ch211-215p11.5,FALSE
ENSDARG00000061311,0.971298089,0.999737975,-0.107125916,znf438,FALSE
ENSDARG00000029307,0.971298089,0.999737975,-0.107125916,zgc:101800,FALSE
ENSDARG00000098796,0.971298089,0.999737975,-0.107125916,znf1122,FALSE
ENSDARG00000101947,0.971298089,0.999737975,-0.107125916,ptbp2a,FALSE
ENSDARG00000075225,0.971298089,0.999737975,-0.107125916,si:ch211-223a10.1,FALSE
ENSDARG00000018382,0.971298089,0.999737975,-0.107125916,prkcha,FALSE
ENSDARG00000045065,0.971298089,0.999737975,-0.107125916,vti1a,FALSE
ENSDARG00000104917,0.971298089,0.999737975,-0.107125916,BX321887.3,FALSE
ENSDARG00000092000,0.971298089,0.999737975,-0.107125916,znf1020,FALSE
ENSDARG00000074453,0.971298089,0.999737975,-0.107125916,zfx,FALSE
ENSDARG00000102735,0.971298089,0.999737975,-0.107125916,znf1141,FALSE
ENSDARG00000045302,0.971298089,0.999737975,-0.107125916,smpx,FALSE
ENSDARG00000105137,0.971298089,0.999737975,-0.107125916,zgc:173705,FALSE
ENSDARG00000092775,0.971298089,0.999737975,-0.107125916,si:dkey-4j21.1,FALSE
ENSDARG00000100068,0.971298089,0.999737975,-0.107125916,BX936350.1,FALSE
ENSDARG00000045304,0.971298089,0.999737975,-0.107125916,mtfr1,FALSE
ENSDARG00000097091,0.971298089,0.999737975,-0.107125916,si:dkey-7j22.2,FALSE
ENSDARG00000092045,0.971298089,0.999737975,-0.107125916,si:dkey-225k4.1,FALSE
ENSDARG00000089875,0.971298089,0.999737975,-0.107125916,si:ch211-226o13.2,FALSE
ENSDARG00000075887,0.971298089,0.999737975,-0.107125916,herc3,FALSE
ENSDARG00000103115,0.971298089,0.999737975,-0.107125916,znf1116,FALSE
ENSDARG00000091897,0.971298089,0.999737975,-0.107125916,si:dkey-187a12.4,FALSE
ENSDARG00000103159,0.971298089,0.999737975,-0.107125916,BX571760.1,FALSE
ENSDARG00000099194,0.971298089,0.999737975,-0.107125916,INCENP,TRUE
ENSDARG00000013880,0.971298089,0.999737975,-0.107125916,spata20,FALSE
ENSDARG00000075100,0.971298089,0.999737975,-0.107125916,neo1b,FALSE
ENSDARG00000039406,0.971298089,0.999737975,-0.107125916,prom2,FALSE
ENSDARG00000087070,0.971298089,0.999737975,-0.107125916,znf977,FALSE
ENSDARG00000090486,0.971298089,0.999737975,-0.107125916,CABZ01114051.1,FALSE
ENSDARG00000024277,0.971298089,0.999737975,-0.107125916,pigm,FALSE
ENSDARG00000104850,0.971298089,0.999737975,-0.107125916,si:dkey-16p6.1,FALSE
ENSDARG00000101627,0.971298089,0.999737975,-0.107125916,ssr1,FALSE
ENSDARG00000090213,0.971298089,0.999737975,-0.107125916,rheb,FALSE
ENSDARG00000033967,0.971298089,0.999737975,-0.107125916,trmt2b,FALSE
ENSDARG00000093438,0.971298089,0.999737975,-0.107125916,si:ch73-191k20.4,FALSE
ENSDARG00000036577,0.971298089,0.999737975,-0.107125916,atp6v0cb,FALSE
ENSDARG00000030367,0.971298089,0.999737975,-0.107125916,metrn,FALSE
ENSDARG00000031886,0.971298089,0.999737975,-0.107125916,ift140,FALSE
ENSDARG00000045257,0.971298089,0.999737975,-0.107125916,decr2,FALSE
ENSDARG00000103689,0.971298089,0.999737975,-0.107125916,znf1148,FALSE
ENSDARG00000098213,0.971298089,0.999737975,-0.107125916,si:ch211-59m15.1,FALSE
ENSDARG00000030723,0.971298089,0.999737975,-0.107125916,cldn11b,FALSE
ENSDARG00000045342,0.971298089,0.999737975,-0.107125916,si:ch211-140b10.6,FALSE
ENSDARG00000096152,0.971298089,0.999737975,-0.107125916,si:dkey-149m13.4,FALSE
ENSDARG00000098196,0.971298089,0.999737975,-0.107125916,znf1077,FALSE
ENSDARG00000017500,0.971298089,0.999737975,-0.107125916,rock2a,FALSE
ENSDARG00000102074,0.971298089,0.999737975,-0.107125916,CR388416.1,FALSE
ENSDARG00000039270,0.971298089,0.999737975,-0.107125916,vti1b,FALSE
ENSDARG00000062415,0.971298089,0.999737975,-0.107125916,ctnnd2a,FALSE
ENSDARG00000076238,0.971298089,0.999737975,-0.107125916,GRAMD1C,FALSE
ENSDARG00000061201,0.971298089,0.999737975,-0.107125916,acsf2,FALSE
ENSDARG00000059123,0.971298089,0.999737975,-0.107125916,plcd1a,FALSE
ENSDARG00000096080,0.971298089,0.999737975,-0.107125916,si:ch211-179l5.6,FALSE
ENSDARG00000038429,0.971298089,0.999737975,-0.107125916,csrnp1b,FALSE
ENSDARG00000100219,0.971298089,0.999737975,-0.107125916,si:dkey-264f17.1,FALSE
ENSDARG00000069192,0.971298089,0.999737975,-0.107125916,zgc:163030,FALSE
ENSDARG00000101669,0.971298089,0.999737975,-0.107125916,elmod2,FALSE
ENSDARG00000099760,0.971298089,0.999737975,-0.107125916,CT573263.1,FALSE
ENSDARG00000077697,0.971298089,0.999737975,-0.107125916,si:dkey-105i14.1,FALSE
ENSDARG00000078381,0.971298089,0.999737975,-0.107125916,trip11,FALSE
ENSDARG00000061143,0.971298089,0.999737975,-0.107125916,tapt1b,FALSE
ENSDARG00000104697,0.971298089,0.999737975,-0.107125916,si:dkey-57k17.1,FALSE
ENSDARG00000103680,0.971298089,0.999737975,-0.107125916,CR762475.2,FALSE
ENSDARG00000103955,0.971298089,0.999737975,-0.107125916,RNH1 (1 to many),FALSE
ENSDARG00000074796,0.971298089,0.999737975,-0.107125916,dbf4,FALSE
ENSDARG00000062304,0.971298089,0.999737975,-0.107125916,pdpk1a,FALSE
ENSDARG00000099139,0.971298089,0.999737975,-0.107125916,fbxw5,FALSE
ENSDARG00000070832,0.971298089,0.999737975,-0.107125916,snrka,FALSE
ENSDARG00000056717,0.971298089,0.999737975,-0.107125916,vars2,FALSE
ENSDARG00000011615,0.971298089,0.999737975,-0.107125916,mybpc3,FALSE
ENSDARG00000075470,0.971298089,0.999737975,-0.107125916,znf989,FALSE
ENSDARG00000103843,0.971298089,0.999737975,-0.107125916,SPAG8,FALSE
ENSDARG00000068256,0.971298089,0.999737975,-0.107125916,rwdd,FALSE
ENSDARG00000078890,0.971298089,0.999737975,-0.107125916,wdfy3,FALSE
ENSDARG00000075021,0.971298089,0.999737975,-0.107125916,fam120a,FALSE
ENSDARG00000103166,0.971298089,0.999737975,-0.107125916,si:zfos-2069a7.3,FALSE
ENSDARG00000078802,0.971298089,0.999737975,-0.107125916,rnf111,FALSE
ENSDARG00000057974,0.971298089,0.999737975,-0.107125916,parp12b,FALSE
ENSDARG00000031814,0.971298089,0.999737975,-0.107125916,dhrs13b,FALSE
ENSDARG00000035873,0.971298089,0.999737975,-0.107125916,FJX1,FALSE
